Lower layer Super Output Areas Code,Lower layer Super Output Areas,Economic activity status,Observation
E01011714,Leeds 029A,Economically inactive: Looking after home or family,44
E01011714,Leeds 029A,Economically inactive: Long-term sick or disabled,34
E01011714,Leeds 029A,Economically inactive: Other,23
E01011715,Leeds 022C,Does not apply,211
E01011715,Leeds 022C,Economically active (excluding full-time students): In employment: Employee: Part-time,120
E01011715,Leeds 022C,Economically active (excluding full-time students): In employment: Employee: Full-time,438
E01011715,Leeds 022C,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,1
E01011715,Leeds 022C,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,20
E01011715,Leeds 022C,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,40
E01011715,Leeds 022C,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,56
E01011715,Leeds 022C,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,21
E01011715,Leeds 022C,Economically active and a full-time student: In employment: Employee: Part-time,16
E01011715,Leeds 022C,Economically active and a full-time student: In employment: Employee: Full-time,2
E01011715,Leeds 022C,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011715,Leeds 022C,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011715,Leeds 022C,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011715,Leeds 022C,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,1
E01011715,Leeds 022C,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E01011715,Leeds 022C,Economically active and a full-time student,21
E01011715,Leeds 022C,Economically inactive: Retired,339
E01011715,Leeds 022C,Economically inactive: Student,32
E01011715,Leeds 022C,Economically inactive: Looking after home or family,24
E01011715,Leeds 022C,Economically inactive: Long-term sick or disabled,21
E01011715,Leeds 022C,Economically inactive: Other,11
E01011716,Leeds 029B,Does not apply,328
E01011716,Leeds 029B,Economically active (excluding full-time students): In employment: Employee: Part-time,122
E01011716,Leeds 029B,Economically active (excluding full-time students): In employment: Employee: Full-time,447
E01011716,Leeds 029B,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,13
E01011716,Leeds 029B,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,19
E01011716,Leeds 029B,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,51
E01011716,Leeds 029B,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,78
E01011716,Leeds 029B,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,25
E01011716,Leeds 029B,Economically active and a full-time student: In employment: Employee: Part-time,10
E01011716,Leeds 029B,Economically active and a full-time student: In employment: Employee: Full-time,1
E01011716,Leeds 029B,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011716,Leeds 029B,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011716,Leeds 029B,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
E01011716,Leeds 029B,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01011716,Leeds 029B,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,6
E01011716,Leeds 029B,Economically active and a full-time student,18
E01011716,Leeds 029B,Economically inactive: Retired,326
E01011716,Leeds 029B,Economically inactive: Student,53
E01011716,Leeds 029B,Economically inactive: Looking after home or family,43
E01011716,Leeds 029B,Economically inactive: Long-term sick or disabled,35
E01011716,Leeds 029B,Economically inactive: Other,35
E01011717,Leeds 029C,Does not apply,318
E01011717,Leeds 029C,Economically active (excluding full-time students): In employment: Employee: Part-time,171
E01011717,Leeds 029C,Economically active (excluding full-time students): In employment: Employee: Full-time,469
E01011717,Leeds 029C,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,6
E01011717,Leeds 029C,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,11
E01011717,Leeds 029C,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,33
E01011717,Leeds 029C,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,50
E01011717,Leeds 029C,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,33
E01011717,Leeds 029C,Economically active and a full-time student: In employment: Employee: Part-time,8
E01011717,Leeds 029C,Economically active and a full-time student: In employment: Employee: Full-time,5
E01011717,Leeds 029C,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01011717,Leeds 029C,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01011717,Leeds 029C,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01011717,Leeds 029C,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,1
E01011717,Leeds 029C,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E01011717,Leeds 029C,Economically active and a full-time student,15
E01011717,Leeds 029C,Economically inactive: Retired,315
E01011717,Leeds 029C,Economically inactive: Student,41
E01011717,Leeds 029C,Economically inactive: Looking after home or family,63
E01011717,Leeds 029C,Economically inactive: Long-term sick or disabled,68
E01011717,Leeds 029C,Economically inactive: Other,28
E01011718,Leeds 029D,Does not apply,451
E01011718,Leeds 029D,Economically active (excluding full-time students): In employment: Employee: Part-time,198
